%time,field.data
1574069820574562901,14
1574069820812997958,13
1574069821051960566,13
1574069821295449754,13
1574069821535625586,13
1574069821771303545,13
1574069822091634581,13
1574069822356967284,13
1574069822537495238,13
1574069822791507529,13
1574069823023000558,13
1574069823295673453,13
1574069823510207838,13
1574069823747686406,13
1574069823990286538,13
1574069824246704975,13
1574069824532691255,13
1574069824704894144,13
1574069824953084268,13
1574069825205549118,13
1574069825444486178,13
1574069825684772757,12
1574069825925603976,12
1574069826166647362,12
1574069826430229767,12
1574069826663021833,12
1574069826904306618,12
1574069827144435739,12
1574069827388837568,12
1574069827625491456,12
1574069827863820802,12
1574069828110861140,13
1574069828352094855,12
1574069828615001594,12
1574069828849428167,12
1574069829072966829,12
1574069829317410115,12
1574069829544435591,12
1574069829792341440,12
1574069830039229243,12
1574069830290880056,12
1574069830529646661,12
1574069830791481914,12
1574069831024430190,12
1574069831263643932,12
1574069831533134636,12
1574069831791799689,12
1574069832008007307,13
1574069832254560558,13
1574069832485447696,13
1574069832729522625,13
1574069832989906225,13
1574069833225046208,13
1574069833467868314,13
1574069833730225684,13
1574069833985661749,13
1574069834233056393,13
1574069834455405561,13
1574069834684149659,13
1574069834929076777,13
1574069835187271527,13
1574069835432106103,13
1574069835665135775,13
1574069835907545373,13
1574069836151277634,13
1574069836389747617,13
1574069836660810904,13
1574069836864955174,13
1574069837105965162,13
1574069837354447529,13
1574069837591383590,13
1574069837830663552,12
1574069838062392834,13
1574069838309077634,13
1574069838551965928,13
1574069838784824293,13
1574069839031162448,13
1574069839267150670,13
1574069839504434897,13
1574069839767659365,13
1574069839995036962,13
1574069840229510019,13
1574069840489212808,13
1574069840715119233,13
1574069840961170821,13
1574069841215309142,13
1574069841492455312,13
1574069841737391399,13
1574069842033576376,13
1574069842294911401,13
1574069842484225345,13
1574069842731036591,13
1574069842976793421,13
1574069843206992271,13
1574069843465448502,13
1574069843734749200,13
1574069843975389720,13
1574069844208002640,13
1574069844447057809,13
1574069844691324067,13
1574069844935186584,13
1574069845189630687,13
1574069845430750829,13
1574069845646929472,13
1574069845904734564,13
1574069846147202575,13
1574069846393318550,13
1574069846630498672,13
1574069846870350054,13
1574069847112730881,13
1574069847352473616,13
1574069847591828291,13
1574069847831928952,13
1574069848068502201,13
1574069848309657753,13
1574069848550443933,13
1574069848790780750,13
1574069849029800077,13
1574069849272895010,13
1574069849509835737,13
1574069849750264950,13
1574069849992963182,13
1574069850230474640,13
1574069850472168442,13
1574069850713991186,13
1574069850946916088,13
1574069851189977567,13
1574069851430039130,13
1574069851664811814,13
1574069851910399283,13
1574069852157701310,13
1574069852391504707,13
1574069852628791155,13
1574069852870686274,12
1574069853105118164,12
1574069853350277962,12
1574069853589475392,12
1574069853831393878,12
1574069854074485809,12
1574069854311602101,12
1574069854548856455,12
1574069854792019674,12
1574069855029100518,12
1574069855271400610,12
1574069855509762074,12
1574069855752256150,12
1574069855989758542,12
1574069856231273719,12
1574069856470783538,12
1574069856710927976,12
1574069856952821312,12
1574069857190163779,12
1574069857426152706,12
1574069857672796240,12
1574069857910049194,12
1574069858151644757,12
1574069858385418266,12
1574069858631231199,12
1574069858867479938,13
1574069859111324729,13
1574069859352694430,13
1574069859589626840,13
1574069859829838519,13
1574069860069995625,13
1574069860310160756,13
1574069860551653925,13
1574069860789463285,13
1574069861029326442,13
1574069861272771572,13
1574069861511581814,13
1574069861749010868,12
1574069861987011240,13
1574069862231383746,13
1574069862472377378,13
1574069862710955540,13
1574069862949542236,13
1574069863190540692,13
1574069863429289874,13
1574069863669603111,13
1574069863906237354,13
1574069864150226963,13
1574069864389545044,13
1574069864630445135,13
1574069864864975235,13
