%time,field.header.seq,field.header.stamp,field.header.frame_id,field.airspeed,field.groundspeed,field.heading,field.throttle,field.altitude,field.climb
1574069789977905128,70,1574069789977737169,,0.105000004172,0.0339115560055,62,0.0,654.929992676,-0.069369353354
1574069790214916002,71,1574069790214655110,,0.296000003815,0.0438293553889,62,0.0,654.929992676,-0.0688185989857
1574069790469535956,72,1574069790469348101,,0.334000021219,0.0450251512229,62,0.0,654.929992676,-0.066166035831
1574069790699637294,73,1574069790699439836,,0.244000017643,0.0352913141251,62,0.0,654.929992676,-0.0657870024443
1574069790940119645,74,1574069790939937853,,0.380000025034,0.0329881459475,62,0.0,654.929992676,-0.0665670409799
1574069791184347634,75,1574069791184140130,,0.222000017762,0.0250424072146,62,0.0,654.91998291,-0.066590026021
1574069791421815957,76,1574069791421627802,,0.179000005126,0.0231241099536,62,0.0,654.91998291,-0.0673271864653
1574069791651487125,77,1574069791651228952,,0.0480000004172,0.0242539346218,62,0.0,654.91998291,-0.0642096325755
1574069791888099683,78,1574069791887902455,,0.104000002146,0.0248192604631,62,0.0,654.929992676,-0.062883220613
1574069792141544381,79,1574069792141399650,,0.11400000751,0.0352573730052,62,0.0,654.929992676,-0.0612541101873
1574069792379251816,80,1574069792378933062,,0.0960000008345,0.039919115603,62,0.0,654.929992676,-0.0606625117362
1574069792607157005,81,1574069792607012821,,0.0980000048876,0.051322016865,62,0.0,654.940002441,-0.0598127916455
1574069792867937739,82,1574069792867586489,,0.0460000038147,0.0587295182049,62,0.0,654.940002441,-0.0568936318159
1574069793105172200,83,1574069793104991756,,0.16400000453,0.0682803988457,62,0.0,654.950012207,-0.053918749094
1574069793326679440,84,1574069793326316895,,0.240000009537,0.0717068389058,62,0.0,654.959960938,-0.0532795749605
1574069793575941654,85,1574069793575780328,,0.155000001192,0.0670592561364,62,0.0,654.969970703,-0.0509428717196
1574069793819865776,86,1574069793819521638,,0.450000017881,0.0831005647779,62,0.0,654.979980469,-0.0477197133005
1574069794103613063,87,1574069794103363568,,0.135000005364,0.115572333336,62,0.0,655.010009766,-0.0435198694468
1574069794434203684,88,1574069794434121534,,0.0790000036359,0.122547701001,62,0.0,655.029968262,-0.0385038889945
1574069794726162628,89,1574069794725979196,,0.188000008464,0.115379042923,62,0.0,655.039978027,-0.034411676228
1574069795056594412,90,1574069795056450068,,0.349000006914,0.100639879704,62,0.0,655.049987793,-0.0316696092486
1574069795373707510,91,1574069795373518468,,0.0910000056028,0.0797508209944,62,0.0,655.059997559,-0.02999227494
1574069795688926488,92,1574069795688715692,,0.146999999881,0.0826614052057,62,0.0,655.08996582,-0.0253658574075
1574069795999288206,93,1574069795999110050,,0.0340000018477,0.0927322432399,62,0.0,655.099975586,-0.0237481761724
1574069796315727514,94,1574069796315499308,,0.428000032902,0.108520202339,62,0.0,655.099975586,-0.0244372617453
1574069796631621924,95,1574069796631241374,,0.324000000954,0.145907342434,62,0.0,655.119995117,-0.0200967211276
1574069796935500338,96,1574069796935277092,,0.384000003338,0.180685758591,62,0.0,655.130004883,-0.0171022098511
1574069797231562923,97,1574069797231207621,,0.408000022173,0.213950842619,62,0.0,655.149963379,-0.0143263740465
1574069797560249891,98,1574069797559970399,,0.370000004768,0.230637595057,62,0.0,655.16998291,-0.00916940905154
1574069797895189726,99,1574069797894992192,,0.15000000596,0.234625086188,62,0.0,655.179992676,-0.00575170805678
1574069798188476915,100,1574069798188135750,,0.117000006139,0.234322756529,62,0.0,655.179992676,-0.00590370548889
1574069798531222084,101,1574069798531017353,,0.611000001431,0.222324386239,62,0.0,655.179992676,-0.00785959605128
1574069798847224328,102,1574069798847069096,,0.162000000477,0.206347644329,62,0.0,655.179992676,-0.00912071205676
1574069799183792819,103,1574069799183502760,,0.256999999285,0.194857373834,62,0.0,655.179992676,-0.0103625822812
1574069799490576783,104,1574069799490409971,,0.404000014067,0.180895447731,62,0.0,655.16998291,-0.0138998329639
1574069799770727592,105,1574069799770402306,,0.0940000042319,0.162373185158,62,0.0,655.159973145,-0.0189147684723
1574069800070616142,106,1574069800070207743,,0.376000016928,0.14189273119,62,0.0,655.149963379,-0.0237184613943
1574069800372224728,107,1574069800372001345,,0.43100002408,0.136665523052,62,0.0,655.140014648,-0.0287168771029
1574069800712696169,108,1574069800712446047,,0.183000013232,0.147621870041,62,0.0,655.130004883,-0.0285054203123
1574069801038159555,109,1574069801037793127,,0.333000004292,0.149114072323,62,0.0,655.119995117,-0.0302672386169
1574069801295018851,110,1574069801294859069,,0.231000006199,0.148107022047,62,0.0,655.119995117,-0.0296195037663
1574069801570641749,111,1574069801570252348,,0.0270000007004,0.147128254175,62,0.0,655.130004883,-0.02930945158
1574069801883683172,112,1574069801883557471,,0.337000012398,0.136372536421,62,0.0,655.140014648,-0.02744843252
1574069802191171999,113,1574069802190792771,,0.134000003338,0.136584579945,62,0.0,655.140014648,-0.0272545535117
1574069802534228840,114,1574069802533797806,,0.234000012279,0.126597762108,62,0.0,655.149963379,-0.0261194780469
1574069802814977633,115,1574069802814806201,,0.15000000596,0.115924231708,62,0.0,655.159973145,-0.0255056824535
1574069803135335352,116,1574069803134943130,,0.214000016451,0.0984916239977,62,0.0,655.159973145,-0.0269617605954
1574069803429104052,117,1574069803428955991,,0.109000004828,0.0781603381038,62,0.0,655.149963379,-0.0291994437575
1574069803690480001,118,1574069803690171224,,0.308000028133,0.0663553327322,62,0.0,655.140014648,-0.0322045274079
1574069803983111566,119,1574069803982926283,,0.413000017405,0.0880707204342,62,0.0,655.130004883,-0.0386387854815
1574069804323359503,120,1574069804323129147,,0.293999999762,0.083601616323,62,0.0,655.109985352,-0.0403515957296
1574069804664061055,121,1574069804663725214,,0.168000012636,0.0669657811522,62,0.0,655.119995117,-0.0385637357831
1574069804997055356,122,1574069804996734096,,0.12800000608,0.0594691708684,62,0.0,655.119995117,-0.0383579656482
1574069805243788200,123,1574069805243557539,,0.181000009179,0.0547527484596,62,0.0500000007451,655.119995117,-0.037202693522
1574069805544859655,124,1574069805544489386,,0.389000028372,0.071220934391,62,0.180000007153,655.109985352,-0.0386822298169
1574069805844154018,125,1574069805843883139,,0.504000008106,0.137078508735,62,0.280000001192,655.099975586,0.0042700888589
1574069806203900105,126,1574069806203651644,,0.537000000477,0.114811599255,65,0.379999995232,655.119995117,0.0935949832201
1574069806529842059,127,1574069806529522317,,0.216000005603,0.146069601178,64,0.449999988079,655.159973145,0.21317152679
1574069806823722930,128,1574069806823481696,,1.37200009823,0.154918923974,65,0.560000002384,655.229980469,0.176493644714
1574069807249608233,129,1574069807249440522,,0.664000034332,0.0478848032653,65,0.689999997616,655.299987793,0.197905018926
1574069807546708323,130,1574069807546327228,,0.173000007868,0.0626508966088,64,0.810000002384,655.369995117,0.217404618859
1574069807883268188,131,1574069807883060689,,0.154000014067,0.0746815577149,65,0.860000014305,655.440002441,0.204008132219
1574069808184239382,132,1574069808183850492,,0.216000005603,0.0623340085149,66,0.870000004768,655.489990234,0.151869982481
1574069808503554742,133,1574069808503380019,,0.30600002408,0.0463773496449,70,0.899999976158,655.5,0.0330552794039
1574069808843703536,134,1574069808843439455,,0.127000004053,0.022821046412,72,0.889999985695,655.5,0.0345471687615
1574069809161452315,135,1574069809161104138,,0.365000009537,0.038872461766,71,0.889999985695,655.510009766,0.0548570044339
1574069809463239537,136,1574069809463024897,,0.655000030994,0.0543781816959,69,0.939999997616,655.529968262,0.0255298968405
1574069809829943084,137,1574069809829714514,,0.299000024796,0.0413136333227,69,0.990000009537,655.549987793,-0.00144525710493
1574069810065720255,138,1574069810065438839,,0.653000056744,0.0435177087784,69,1.0,655.559997559,-0.0135449981317
1574069810385393139,139,1574069810385214801,,0.366000026464,0.0263879857957,71,1.0,655.559997559,-0.039837628603
1574069810669351283,140,1574069810669001831,,0.10300000757,0.0784103050828,71,1.0,655.579956055,-0.0324094668031
1574069811017868122,141,1574069811017707844,,0.271000027657,0.103939704597,69,1.0,655.579956055,-0.0675065889955
1574069811303936088,142,1574069811303619454,,0.343000024557,0.142157584429,67,1.0,655.609985352,-0.0263388678432
1574069811604021562,143,1574069811603699643,,0.115000002086,0.163458615541,67,1.0,655.649963379,-0.0255428142846
1574069811902844086,144,1574069811902600692,,0.552000045776,0.184159263968,67,0.97000002861,655.709960938,0.073406226933
1574069812224474870,145,1574069812224099992,,0.244000017643,0.18849465251,67,0.949999988079,655.789978027,0.0910886079073
1574069812563141930,146,1574069812562868151,,0.81200003624,0.172431439161,66,0.920000016689,655.899963379,0.119988560677
1574069812926074091,147,1574069812925889988,,0.165000006557,0.105694882572,66,0.889999985695,656.010009766,0.0968216434121
1574069813223994114,148,1574069813223650980,,0.0410000011325,0.0964803025126,67,0.860000014305,656.099975586,0.140584170818
1574069813545066044,149,1574069813544905466,,0.529000043869,0.074591986835,66,0.850000023842,656.209960938,0.102209419012
1574069813877762018,150,1574069813877448264,,0.45300000906,0.11151471734,66,0.839999973774,656.279968262,0.049211487174
1574069814163479982,151,1574069814163128169,,0.403000026941,0.0563528761268,68,0.810000002384,656.329956055,0.100091926754
1574069814503067871,152,1574069814502899590,,0.409000009298,0.0452327020466,69,0.810000002384,656.41998291,0.0621214620769
1574069814866517138,153,1574069814866139044,,0.221000015736,0.111038677394,69,0.810000002384,656.479980469,-0.00382125703618
1574069815103449828,154,1574069815103256913,,0.0500000007451,0.0593744367361,72,0.77999997139,656.519958496,0.0310052335262
1574069815364284215,155,1574069815363896322,,0.141000002623,0.0423811934888,69,0.800000011921,656.570007324,0.0507485307753
1574069815624527038,156,1574069815624370566,,0.464000016451,0.0580024980009,70,0.800000011921,656.630004883,0.0244845226407
1574069815884485126,157,1574069815884106186,,0.047000002116,0.0402086637914,69,0.800000011921,656.679992676,-0.0109240785241
1574069816222994461,158,1574069816222805840,,0.0520000010729,0.0452633462846,68,0.800000011921,656.709960938,-0.0603885427117
1574069816469584650,159,1574069816469251538,,0.0500000007451,0.128142863512,67,0.800000011921,656.719970703,-0.0710757598281
1574069816731040818,160,1574069816730795172,,0.209000006318,0.116406396031,66,0.790000021458,656.729980469,0.0132554257289
1574069817019158020,161,1574069817018826554,,0.157000005245,0.151463568211,67,0.790000021458,656.75,0.01736471802
1574069817258480867,162,1574069817258311308,,0.158000007272,0.159936651587,69,0.769999980927,656.779968262,0.0522579848766
1574069817511597271,163,1574069817511392051,,0.0780000016093,0.159549891949,70,0.77999997139,656.809997559,0.0116917844862
1574069817771551727,164,1574069817771173132,,0.244000017643,0.172085255384,70,0.790000021458,656.829956055,-0.0224081687629
1574069818043810574,165,1574069818043640285,,0.235000014305,0.248271122575,68,0.790000021458,656.83996582,-0.040377933532
1574069818324063019,166,1574069818323694259,,0.156000003219,0.147562161088,68,0.790000021458,656.829956055,-0.0438909940422
1574069818636689335,167,1574069818636543464,,0.042000003159,0.0148815168068,67,0.77999997139,656.83996582,-0.0165116284043
1574069818913894454,168,1574069818913661965,,0.0710000023246,0.0452093370259,67,0.77999997139,656.83996582,-0.0239632800221
1574069819171681576,169,1574069819171471370,,0.122000008821,0.0546901896596,67,0.77999997139,656.83996582,-0.0269867815077
1574069819444372253,170,1574069819443969751,,0.235000014305,0.119926758111,66,0.790000021458,656.83996582,-0.0316319204867
1574069819703099748,171,1574069819702861846,,0.252000004053,0.248832270503,64,0.790000021458,656.83996582,-0.0398156940937
1574069819963649309,172,1574069819963351327,,0.0590000040829,0.29628315568,63,0.77999997139,656.83996582,-0.00922958087176
1574069820244487056,173,1574069820244185844,,0.148000001907,0.221128493547,62,0.77999997139,656.83996582,-0.00916615128517
1574069820507996968,174,1574069820507698406,,0.32000002265,0.0696632117033,62,0.800000011921,656.83996582,-0.0592608824372
1574069820850005347,175,1574069820849582283,,0.315000027418,0.112759053707,61,0.77999997139,656.83996582,-0.0297769382596
1574069821090850682,176,1574069821090709148,,0.344000011683,0.232755258679,60,0.800000011921,656.829956055,-0.067362844944
1574069821324679374,177,1574069821324389933,,0.594000041485,0.322584629059,60,0.77999997139,656.809997559,-0.014113725163
1574069821583207575,178,1574069821582978458,,0.461000025272,0.298705071211,60,0.810000002384,656.789978027,-0.0520277619362
1574069821907680149,179,1574069821907305667,,0.376000016928,0.169368177652,62,0.819999992847,656.779968262,-0.0665713995695
1574069822188213158,180,1574069822188055976,,0.220000013709,0.158928200603,63,0.810000002384,656.760009766,-0.0612549968064
1574069822453321236,181,1574069822452935732,,0.146000012755,0.197472184896,62,0.819999992847,656.75,-0.0538315586746
1574069822706547130,182,1574069822706301647,,0.215000003576,0.227466344833,61,0.810000002384,656.739990234,-0.0274312924594
1574069822972501476,183,1574069822972135071,,0.218000009656,0.22474694252,60,0.829999983311,656.719970703,-0.0780816748738
1574069823265664050,184,1574069823265460086,,0.207000017166,0.171259254217,59,0.829999983311,656.690002441,-0.0668928697705
1574069823540699400,185,1574069823540407065,,0.117000006139,0.230978786945,59,0.829999983311,656.679992676,-0.0563952475786
1574069823789644527,186,1574069823789467653,,0.0980000048876,0.231394037604,60,0.850000023842,656.649963379,-0.0873245224357
1574069824048826877,187,1574069824048470267,,0.346000015736,0.258386582136,61,0.860000014305,656.630004883,-0.091965071857
1574069824320540613,188,1574069824320393863,,0.332000017166,0.268097281456,62,0.860000014305,656.599975586,-0.106455028057
1574069824567872466,189,1574069824567453998,,0.291000008583,0.213329613209,61,0.870000004768,656.579956055,-0.106118686497
1574069824843910903,190,1574069824843732722,,0.333000004292,0.160225719213,61,0.870000004768,656.570007324,-0.0943555384874
1574069825103767823,191,1574069825103386439,,0.360000014305,0.108198232949,60,0.879999995232,656.549987793,-0.116729088128
1574069825394125863,192,1574069825394002993,,0.47000002861,0.0867383256555,60,0.889999985695,656.519958496,-0.113352902234
1574069825669172380,193,1574069825669014867,,0.960000038147,0.104919821024,61,0.899999976158,656.489990234,-0.129464060068
1574069825936009635,194,1574069825935604770,,0.0890000015497,0.108197063208,61,0.920000016689,656.440002441,-0.136661842465
1574069826183691937,195,1574069826183374101,,0.451000034809,0.157219305634,62,0.920000016689,656.409973145,-0.134005382657
1574069826470550183,196,1574069826470174491,,0.161000013351,0.130070269108,61,0.939999997616,656.380004883,-0.156597852707
1574069826723155842,197,1574069826722988241,,0.220000013709,0.0681403577328,61,0.939999997616,656.33996582,-0.147267311811
1574069827045005821,198,1574069827044691609,,0.775000035763,0.0539222918451,61,0.959999978542,656.289978027,-0.15330798924
1574069827344229401,199,1574069827344029286,,0.139000013471,0.133167132735,61,0.97000002861,656.239990234,-0.158183962107
1574069827568981615,200,1574069827568706228,,0.174000009894,0.125180006027,61,0.980000019073,656.209960938,-0.171763166785
1574069827823479016,201,1574069827823332699,,0.266000002623,0.102167353034,60,1.0,656.16998291,-0.194086030126
1574069828120191068,202,1574069828119857423,,0.408000022173,0.0665397718549,58,1.0,656.130004883,-0.173815667629
1574069828369042512,203,1574069828368868122,,0.255000025034,0.0217001270503,58,1.0,656.079956055,-0.189207479358
1574069828634806040,204,1574069828634456240,,0.187000006437,0.0179881192744,60,1.0,656.049987793,-0.228257730603
1574069828883267214,205,1574069828883152009,,0.356000006199,0.0183833166957,61,1.0,656.0,-0.235381811857
1574069829148624397,206,1574069829148232351,,0.537000000477,0.0354401022196,61,1.0,655.959960938,-0.244630485773
1574069829424939791,207,1574069829424665834,,0.594000041485,0.150688767433,60,1.0,655.929992676,-0.253877341747
1574069829713326232,208,1574069829713206848,,0.168000012636,0.326170265675,61,1.0,655.899963379,-0.274413138628
1574069829964261427,209,1574069829963930693,,0.422000020742,0.398999899626,61,1.0,655.869995117,-0.297610044479
1574069830223659765,210,1574069830223385194,,0.45300000906,0.352386027575,62,1.0,655.859985352,-0.24599891901
1574069830483887737,211,1574069830483586285,,0.220000013709,0.286522299051,62,1.0,655.849975586,-0.262042611837
1574069830795201150,212,1574069830795036183,,0.498000025749,0.19527760148,62,1.0,655.859985352,-0.249275282025
1574069831052008559,213,1574069831051696181,,0.124000005424,0.148005694151,62,1.0,655.880004883,-0.232531666756
1574069831302654993,214,1574069831302502433,,0.111000008881,0.153465047479,62,1.0,655.890014648,-0.252454787493
1574069831583448155,215,1574069831583074138,,0.268000006676,0.121150150895,62,1.0,655.899963379,-0.218469366431
1574069831872741202,216,1574069831872635622,,0.379000008106,0.091406956315,62,1.0,655.91998291,-0.219131797552
1574069832133339622,217,1574069832133023051,,0.254000008106,0.0511526688933,62,1.0,655.91998291,-0.203782856464
1574069832384196920,218,1574069832383995531,,0.193000003695,0.0430639199913,63,1.0,655.91998291,-0.191273316741
1574069832656679297,219,1574069832656456562,,0.145000010729,0.0891722813249,63,1.0,655.929992676,-0.186873614788
1574069832930424148,220,1574069832930135110,,0.097000002861,0.112262271345,63,1.0,655.929992676,-0.159107744694
1574069833238647086,221,1574069833238291938,,0.22800001502,0.0650660991669,62,1.0,655.929992676,-0.18006592989
1574069833482935398,222,1574069833482688902,,0.341000020504,0.0206651352346,62,1.0,655.940002441,-0.166018918157
1574069833791889037,223,1574069833791742909,,0.0890000015497,0.0781717970967,63,1.0,655.940002441,-0.170414254069
1574069834044722171,224,1574069834044317139,,0.0900000035763,0.0899633839726,63,1.0,655.940002441,-0.184476733208
1574069834302567644,225,1574069834302284431,,0.10300000757,0.0953884869814,63,1.0,655.940002441,-0.191870868206
1574069834569117497,226,1574069834568702629,,0.123000003397,0.0848949700594,63,1.0,655.940002441,-0.179247826338
1574069834843353821,227,1574069834843189975,,0.00900000054389,0.088500700891,63,1.0,655.940002441,-0.18347671628
1574069835123501725,228,1574069835123104217,,0.11400000751,0.082549020648,63,1.0,655.940002441,-0.180330917239
1574069835387094272,229,1574069835386938744,,0.0180000010878,0.0785324200988,63,1.0,655.940002441,-0.183600753546
1574069835677550423,230,1574069835677214725,,0.234000012279,0.113467618823,64,1.0,655.950012207,-0.185418769717
1574069835978135472,231,1574069835977956531,,0.155000001192,0.140624552965,64,1.0,655.950012207,-0.188366159797
1574069836232977839,232,1574069836232597026,,0.105000004172,0.13450191915,64,1.0,655.959960938,-0.17074598372
1574069836485435601,233,1574069836485266115,,0.279000014067,0.105820059776,63,1.0,655.969970703,-0.154198139906
1574069836751943675,234,1574069836751577554,,0.0380000025034,0.0833130627871,63,1.0,655.969970703,-0.15642079711
1574069837010064836,235,1574069837009791455,,0.232000008225,0.062305983156,64,1.0,655.969970703,-0.162267684937
1574069837267544733,236,1574069837267210920,,0.159000009298,0.0710585191846,64,1.0,655.969970703,-0.168307960033
1574069837549090651,237,1574069837548918896,,0.121000006795,0.0749264806509,64,1.0,655.969970703,-0.170091792941
1574069837840787396,238,1574069837840595855,,0.177000001073,0.102720089257,63,1.0,655.969970703,-0.156217902899
1574069838127495976,239,1574069838127133269,,0.152000010014,0.104774966836,63,1.0,655.979980469,-0.165016040206
1574069838379195129,240,1574069838379022549,,0.0530000030994,0.117857076228,63,1.0,655.989990234,-0.151179134846
1574069838665481201,241,1574069838665121040,,0.0200000014156,0.115829110146,63,1.0,656.010009766,-0.151789560914
1574069838904866748,242,1574069838904702630,,0.0250000003725,0.105078920722,62,1.0,656.019958496,-0.134242877364
1574069839164002267,243,1574069839163582226,,0.263000011444,0.0803373605013,60,1.0,656.029968262,-0.139968395233
1574069839423228303,244,1574069839423065586,,0.042000003159,0.0598343648016,60,1.0,656.029968262,-0.155798643827
1574069839683085286,245,1574069839682721741,,0.070000000298,0.0858239680529,60,1.0,656.039978027,-0.14885365963
1574069839942666951,246,1574069839942421174,,0.0630000010133,0.0991779342294,60,1.0,656.039978027,-0.132890701294
1574069840308388483,247,1574069840308039743,,0.317000001669,0.0963817760348,59,1.0,656.059997559,-0.1575127244
1574069840590715697,248,1574069840590573133,,0.107000008225,0.100452817976,59,1.0,656.070007324,-0.173718765378
1574069840856292567,249,1574069840855974019,,0.170000001788,0.104659922421,61,1.0,656.070007324,-0.163923487067
1574069841115167121,250,1574069841114937621,,0.143000006676,0.13867123425,61,1.0,656.079956055,-0.153549551964
1574069841402435647,251,1574069841402251679,,0.162000000477,0.14597171545,62,1.0,656.079956055,-0.181240931153
1574069841751220792,252,1574069841750876594,,0.259000003338,0.126020431519,62,0.990000009537,656.070007324,-0.184610873461
1574069842045978148,253,1574069842045717781,,0.296000003815,0.16384370625,62,0.939999997616,656.059997559,-0.19899019599
1574069842304373651,254,1574069842303999923,,0.0790000036359,0.148980095983,63,0.870000004768,656.039978027,-0.177944034338
1574069842583025247,255,1574069842582849702,,0.266000002623,0.0887960344553,63,0.810000002384,656.029968262,-0.194568216801
1574069842871117853,256,1574069842870732791,,0.0380000025034,0.123523205519,63,0.740000009537,656.010009766,-0.181794241071
1574069843162547695,257,1574069843162332311,,0.205000013113,0.0734129920602,64,0.670000016689,655.989990234,-0.216054603457
1574069843482591140,258,1574069843482348058,,0.399000018835,0.0838431343436,65,0.550000011921,655.969970703,-0.204464152455
1574069843824470896,259,1574069843824249993,,0.116000004113,0.0790518522263,65,0.439999997616,655.940002441,-0.199175879359
1574069844124953469,260,1574069844124756541,,0.0720000043511,0.0916057676077,65,0.319999992847,655.91998291,-0.22560530901
1574069844376745096,261,1574069844376428464,,0.175000011921,0.0844728648663,65,0.209999993443,655.880004883,-0.283771634102
1574069844701076983,262,1574069844700837346,,0.413000017405,0.119930200279,65,0.0799999982119,655.829956055,-0.332863420248
1574069844948968452,263,1574069844948670527,,0.123000003397,0.131802693009,66,0.0,655.769958496,-0.427474558353
1574069845203524896,264,1574069845203329730,,0.198000013828,0.105937585235,66,0.0,655.679992676,-0.544478476048
1574069845464337697,265,1574069845464068322,,0.237000018358,0.12464145571,66,0.0,655.570007324,-0.642094671726
1574069845745775719,266,1574069845745508137,,0.229000017047,0.104785740376,66,0.0,655.429992676,-0.579083800316
1574069846033613152,267,1574069846033391160,,0.310000002384,0.0974751189351,66,0.0,655.320007324,-0.538748025894
1574069846283852691,268,1574069846283522174,,0.251000016928,0.0872486978769,66,0.0,655.229980469,-0.425608515739
1574069846545814053,269,1574069846545698955,,0.237000018358,0.0624189376831,67,0.0,655.16998291,-0.330886602402
1574069846783615160,270,1574069846783409465,,0.154000014067,0.0897054672241,67,0.0,655.130004883,-0.326864719391
1574069847024272051,271,1574069847023992054,,0.123000003397,0.107769221067,67,0.0,655.070007324,-0.452092260122
1574069847263577074,272,1574069847263402735,,0.175000011921,0.0864637121558,67,0.0,654.979980469,-0.56569480896
1574069847504415564,273,1574069847504056472,,0.0370000004768,0.108174711466,68,0.0,654.849975586,-0.596752166748
1574069847742827215,274,1574069847742700098,,0.102000005543,0.10089045018,68,0.0,654.739990234,-0.534064292908
1574069847983687529,275,1574069847983340748,,0.192000001669,0.139145255089,68,0.0,654.649963379,-0.530428826809
1574069848223089757,276,1574069848222947123,,0.293000012636,0.125854462385,69,0.0,654.559997559,-0.509498655796
1574069848471189019,277,1574069848470833921,,1.01400005817,0.125064596534,69,0.0,654.479980469,-0.455276340246
1574069848703548227,278,1574069848703282214,,0.830000042915,0.087805211544,68,0.0,654.41998291,-0.327170312405
1574069848944390015,279,1574069848943990491,,0.820000052452,0.0840603038669,69,0.0,654.399963379,-0.230140477419
1574069849183728324,280,1574069849183543464,,0.823000013828,0.164326623082,69,0.0,654.399963379,-0.188030540943
1574069849423784990,281,1574069849423476448,,0.152000010014,0.22561493516,70,0.0,654.41998291,-0.158379152417
1574069849663009391,282,1574069849662794506,,0.251000016928,0.253398180008,70,0.0,654.440002441,-0.149439454079
1574069849903953910,283,1574069849903550245,,0.503000020981,0.264490932226,70,0.0,654.469970703,-0.135602623224
1574069850143358821,284,1574069850143150023,,0.458000034094,0.256713181734,70,0.0,654.5,-0.127100795507
1574069850384083875,285,1574069850383714183,,0.183000013232,0.243831038475,70,0.0,654.529968262,-0.117769747972
1574069850623437379,286,1574069850623307384,,0.342000007629,0.245664805174,70,0.0,654.559997559,-0.109686531126
1574069850866945644,287,1574069850866636427,,0.263000011444,0.259096592665,70,0.0,654.58996582,-0.103979930282
1574069851112811816,288,1574069851112657711,,0.297000020742,0.26114076376,70,0.0,654.609985352,-0.0952089950442
1574069851343515572,289,1574069851343183728,,0.179000005126,0.259553998709,70,0.0,654.640014648,-0.0869778692722
1574069851583008096,290,1574069851582855832,,0.130000010133,0.25194761157,70,0.0,654.659973145,-0.080166965723
1574069851828869084,291,1574069851828524226,,0.042000003159,0.247271001339,70,0.0,654.690002441,-0.0745673775673
1574069852063516404,292,1574069852063330117,,0.173000007868,0.236265540123,70,0.0,654.709960938,-0.0705261901021
1574069852304122304,293,1574069852303739087,,0.344000011683,0.22929354012,70,0.0,654.729980469,-0.0662790387869
1574069852543630339,294,1574069852543439091,,0.113000005484,0.22840385139,70,0.0,654.760009766,-0.0619809143245
1574069852783400224,295,1574069852783065672,,0.0910000056028,0.21928447485,70,0.0,654.779968262,-0.0610377751291
1574069853025710811,296,1574069853025552632,,0.179000005126,0.212823703885,71,0.0,654.789978027,-0.060807634145
1574069853263676509,297,1574069853263334858,,0.0910000056028,0.200825557113,71,0.0,654.799987793,-0.0592378936708
1574069853503114260,298,1574069853502981968,,0.127000004053,0.190506339073,71,0.0,654.809997559,-0.0576028488576
1574069853755942311,299,1574069853755619822,,0.284000009298,0.184689700603,71,0.0,654.820007324,-0.0583984218538
1574069853983465749,300,1574069853983253767,,0.178000003099,0.177758306265,71,0.0,654.829956055,-0.0587622188032
1574069854224295789,301,1574069854224152545,,0.0900000035763,0.164750054479,71,0.0,654.829956055,-0.0589254945517
1574069854462670594,302,1574069854462489058,,0.042000003159,0.14533765614,71,0.0,654.83996582,-0.0595521740615
1574069854703583028,303,1574069854703328742,,0.194000005722,0.127345979214,71,0.0,654.849975586,-0.0607133172452
