%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1574069804654165207,72,1574069804653633111,map,1.85499048233,-1.5566239357,0.153846740723,-0.0061245597249,-0.00860655103869,-0.235574901442,-0.971798787228
1574069804932325605,73,1574069804932194123,map,1.87849903107,-1.56302022934,0.151581048965,-0.00673175470366,-0.00801501526684,-0.236667482263,-0.971534325615
1574069805198432655,74,1574069805198153211,map,1.90649032593,-1.55631113052,0.151658535004,-0.0066178505604,-0.00899101002759,-0.236387519772,-0.971594723271
1574069805482380186,75,1574069805481885406,map,1.94710016251,-1.52895689011,0.151596307755,-0.00710323858945,-0.00890292836062,-0.236709774306,-0.97151364613
1574069805762120718,76,1574069805761889911,map,2.0264954567,-1.47903299332,0.139585256577,-0.00671225297086,-0.00743441634533,-0.236773043685,-0.971513356006
1574069806047411973,77,1574069806046976418,map,2.11340045929,-1.40629911423,0.143625020981,-0.000415564429263,-0.0225683803407,-0.228243198825,-0.973342456541
1574069806352199939,78,1574069806352000527,map,2.22096157074,-1.33322095871,0.161438941956,-0.00867545386127,-0.000239199076288,-0.21668628344,-0.976202711455
1574069806622150501,79,1574069806621682728,map,2.299077034,-1.28484106064,0.211056232452,-0.0023350281109,-0.000506116273326,-0.216192741563,-0.976347781267
1574069806905449587,80,1574069806905277903,map,2.32480716705,-1.30014181137,0.270692110062,-0.00195619016172,-0.00313568650636,-0.21628155972,-0.976324038276
1574069807214430003,81,1574069807214164888,map,2.24626207352,-1.41500234604,0.327633857727,-0.00433311394222,-0.00379123171675,-0.213430078822,-0.976941375999
1574069807497326579,82,1574069807496929225,map,2.19649600983,-1.45521593094,0.393529415131,-0.00433311394222,-0.00379123171675,-0.213430078822,-0.976941375999
1574069807762556021,83,1574069807762271639,map,2.15981245041,-1.47039556503,0.454332113266,0.00249119029115,-0.00268433278608,-0.217615967559,-0.976027601552
1574069808043284988,84,1574069808042848576,map,2.13337898254,-1.49183607101,0.511230230331,0.000795174595476,0.00204736141789,-0.21681060168,-0.976211216391
1574069808314417945,85,1574069808314189572,map,2.16094923019,-1.47560358047,0.533500671387,7.10764097557e-06,0.00767599386885,-0.212299931409,-0.977174405207
1574069808636402517,86,1574069808635983795,map,2.25933408737,-1.45531511307,0.536859273911,-0.00298468246807,0.0138648894747,-0.190941299098,-0.981498994808
1574069808872566340,87,1574069808872330607,map,2.32902193069,-1.42655611038,0.538537740707,-0.00463672204223,0.0112583239413,-0.153434960862,-0.98808373316
1574069809158745201,88,1574069809158290758,map,2.4246840477,-1.42404699326,0.542735815048,-0.00663398689846,0.0121879423922,-0.149507138633,-0.988663269155
1574069809431812553,89,1574069809431647979,map,2.51487064362,-1.46934652328,0.562334775925,-0.00684176884398,0.0258494117212,-0.170589705732,-0.98497926395
1574069809712904721,90,1574069809712464305,map,2.52175474167,-1.56355237961,0.585033893585,-0.0100569261726,0.0310829873938,-0.180569227845,-0.983019562413
1574069809972685097,91,1574069809972440938,map,2.53328132629,-1.58195066452,0.592163801193,-0.0146341874351,0.0317435772785,-0.175316134059,-0.983891477247
1574069810293543436,92,1574069810293252347,map,2.62500715256,-1.5013461113,0.596633434296,-0.0145315461435,0.0368866660026,-0.174914669113,-0.983785071328
1574069810590721604,93,1574069810590283302,map,2.76376247406,-1.4442076683,0.606128692627,-0.014220742593,0.0385663264167,-0.159592257562,-0.986326883073
1574069810853139288,94,1574069810852868410,map,2.86627388,-1.41970300674,0.612637519836,-0.0138986922484,0.0363527403308,-0.160011607019,-0.986347601124
1574069811159971377,95,1574069811159555660,map,2.98084449768,-1.3811879158,0.620645046234,-0.0142562330079,0.0425979633556,-0.173919241051,-0.983734858044
1574069811441601259,96,1574069811441366845,map,3.11477851868,-1.34664773941,0.655957221985,-0.0126668601638,0.0346045868953,-0.190720482005,-0.980952481501
1574069811687479449,97,1574069811687108651,map,3.20011806488,-1.31404829025,0.695043563843,-0.0149811008729,0.0251458070382,-0.195751427894,-0.980216625794
1574069811981741266,98,1574069811981510235,map,3.23063325882,-1.20404863358,0.766550779343,-0.013131670821,0.0177979686856,-0.193617993517,-0.980827642412
1574069812268727007,99,1574069812268237544,map,3.22775554657,-1.10343694687,0.839848041534,-0.00812753412629,0.00265540249957,-0.195413588385,-0.980683650063
1574069812536422885,100,1574069812536168662,map,3.21744680405,-1.04355859756,0.919650554657,-0.00300778145486,-0.014804584543,-0.199403376639,-0.979801036391
1574069812813814081,101,1574069812813428951,map,3.17053127289,-1.0668129921,1.00966262817,0.002050097347,-0.011277202344,-0.205084214257,-0.978677212809
1574069813092795505,102,1574069813092476352,map,3.13925170898,-1.07189702988,1.09600138664,0.00348776286888,-0.0124084341498,-0.204319669974,-0.978819359603
1574069813408480355,103,1574069813408243567,map,3.14667081833,-1.05434846878,1.19415044785,0.0203650120104,-0.0224120111557,-0.196632048949,-0.980009594528
1574069813747279937,104,1574069813746904288,map,3.26308298111,-1.02099847794,1.28018796444,0.0160675815809,0.00292289438568,-0.206373818014,-0.978336923942
1574069813990696318,105,1574069813990451577,map,3.38903331757,-0.98310136795,1.33009517193,0.0294254576876,0.00760221688974,-0.197891757225,-0.979752622431
1574069814258725995,106,1574069814258337601,map,3.51660728455,-0.949479579926,1.3810864687,0.0294254576876,0.00760221688974,-0.197891757225,-0.979752622431
1574069814531613389,107,1574069814531333013,map,3.62217497826,-0.927444934845,1.45616650581,0.0333627941662,-0.01681226374,-0.183327228819,-0.982341793332
1574069814848088386,108,1574069814847585248,map,3.6384677887,-0.927381038666,1.51756799221,0.0200849681712,-0.0171227279767,-0.176941698549,-0.983867390228
1574069815093075053,109,1574069815092896987,map,3.64411687851,-0.91548204422,1.55259943008,0.00162205822928,-0.0488724073163,-0.170677755376,-0.984112778369
1574069815353471741,110,1574069815353126808,map,3.65132689476,-0.920783519745,1.60330677032,0.0139621130015,-0.03564318473,-0.152139969513,-0.98761736136
1574069815613581346,111,1574069815613296167,map,3.66148686409,-0.919741153717,1.66203606129,0.00970595818077,-0.0336438942254,-0.17447201689,-0.984039327507
1574069815874441001,112,1574069815874039611,map,3.6405646801,-0.880359172821,1.70973348618,0.0142128634784,-0.00292439044642,-0.173122829671,-0.98479334294
1574069816139168120,113,1574069816138954041,map,3.64440369606,-0.868015766144,1.74302744865,0.0180267480698,-0.00450018069221,-0.174861704575,-0.984417680155
1574069816393802804,114,1574069816393352169,map,3.65878033638,-0.882154941559,1.75504541397,0.0211859651557,-0.00776243163043,-0.182896823183,-0.982873161504
1574069816684574369,115,1574069816684469243,map,3.68427491188,-0.909030437469,1.75994575024,0.035173987889,-0.026816495867,-0.194810319051,-0.97984315363
1574069816934574905,116,1574069816934240760,map,3.71564483643,-0.930166721344,1.77987766266,0.0332834951579,-0.0322546054295,-0.203139257513,-0.978052294837
1574069817192461890,117,1574069817192146256,map,3.75257897377,-0.94798707962,1.80692028999,0.0317472296116,-0.0134450940009,-0.19295038918,-0.980602615831
1574069817484515391,118,1574069817484094229,map,3.79263806343,-0.972759723663,1.84151446819,0.0312256678455,-0.00344021755916,-0.182944950355,-0.98262112114
1574069817733441388,119,1574069817733147684,map,3.82081842422,-1.01863527298,1.86026835442,0.030950935333,-0.00321309159624,-0.170350020559,-0.984892169803
1574069817989848290,120,1574069817989621990,map,3.84559011459,-1.10907030106,1.86952412128,0.0296360854231,-0.00777596768171,-0.171040809563,-0.984787427941
1574069818256059770,121,1574069818255644223,map,3.88244557381,-1.20014810562,1.87108075619,0.0290197348658,-0.00605922585924,-0.181521848249,-0.982939957158
1574069818536635709,122,1574069818536377750,map,3.90134954453,-1.25307893753,1.87194156647,0.0353075586181,-0.0176948293417,-0.189312819101,-0.981122278742
1574069818804807645,123,1574069818804412453,map,3.90188884735,-1.27595853806,1.87395572662,0.0360919383097,-0.0204770756872,-0.19810101534,-0.979302838289
1574069819056956462,124,1574069819056717571,map,3.87420105934,-1.29077768326,1.87707185745,0.0297270611279,-0.0152864272189,-0.1924972022,-0.980728022504
1574069819313371987,125,1574069819313014520,map,3.83399105072,-1.30276346207,1.87744724751,0.0178966277097,-0.0115538739843,-0.196363640428,-0.980299719183
1574069819615083874,126,1574069819614795094,map,3.82742404938,-1.32894659042,1.8754594326,0.00954463320468,-0.0217669671559,-0.202420675985,-0.979010198645
1574069819901638283,127,1574069819901318034,map,3.86346364021,-1.38490629196,1.87177217007,0.0054500428555,-0.0232778600532,-0.212777617908,-0.976808130383
1574069820161467943,128,1574069820161256933,map,3.878439188,-1.43233633041,1.87224674225,0.0070012090661,-0.0241577343435,-0.225117332253,-0.974006967974
1574069820434517130,129,1574069820434092829,map,3.87536692619,-1.4339261055,1.87931144238,0.0181659342035,-0.0178911886518,-0.234023071696,-0.971896654031
1574069820689528491,130,1574069820689277926,map,3.85794472694,-1.42906904221,1.88101923466,0.0179060805852,-0.0239643583451,-0.239532641344,-0.970427326253
1574069820940505034,131,1574069820940082979,map,3.80840873718,-1.42794370651,1.87502586842,0.00404375207089,-0.0311595624017,-0.23983804518,-0.970304303724
1574069821199889534,132,1574069821199717310,map,3.80586576462,-1.48843336105,1.85324454308,-0.0195318679798,-0.029915963377,-0.247989042362,-0.968103804422
1574069821460773162,133,1574069821460380897,map,3.80532336235,-1.59896802902,1.84033548832,-0.0379581358799,-0.0251724901853,-0.257269043499,-0.965265851937
1574069821718379431,134,1574069821718109519,map,3.79737925529,-1.71026468277,1.82285821438,-0.0504253061241,-0.0276013563731,-0.254052003944,-0.965480726333
1574069821977309260,135,1574069821976927605,map,3.79332065582,-1.78215932846,1.805367589,-0.0539849703903,-0.031814077029,-0.243321649962,-0.96791945023
1574069822284987750,136,1574069822284769382,map,3.7905189991,-1.82544279099,1.79284954071,-0.0628460963393,-0.030240295456,-0.228046698923,-0.97114911101
1574069822560273461,137,1574069822559976032,map,3.8002102375,-1.87586355209,1.77891230583,-0.0580775624102,-0.0350821122914,-0.231766930546,-0.970402149651
1574069822813677375,138,1574069822813480380,map,3.77635407448,-1.91001272202,1.76760327816,-0.0338432566093,-0.0263700469452,-0.241148191938,-0.96953948044
1574069823054670866,139,1574069823054298072,map,3.71823000908,-1.90805864334,1.74626588821,0.00200791954353,-0.0214270926332,-0.252457231222,-0.967368696188
1574069823320236304,140,1574069823320027086,map,3.65915727615,-1.83649969101,1.71975016594,0.0280588145751,-0.0197519046984,-0.263632827759,-0.964012602259
1574069823597286476,141,1574069823597071923,map,3.62810587883,-1.75679445267,1.70635461807,0.0314299847722,-0.0239802951248,-0.263703874185,-0.963793218612
1574069823853217328,142,1574069823853009802,map,3.60920333862,-1.69742155075,1.67876517773,0.0136973780321,-0.0190561199678,-0.256372378514,-0.966293148926
1574069824121773633,143,1574069824121089468,map,3.57159757614,-1.63900709152,1.65235841274,-0.000666592619655,-0.0221283930752,-0.248933574164,-0.968267507215
1574069824374646371,144,1574069824374348085,map,3.51143312454,-1.57574605942,1.63140308857,-0.0025478447146,-0.0217446683904,-0.241652643586,-0.970115806351
1574069824633867174,145,1574069824633616508,map,3.48849916458,-1.5205540657,1.61428022385,-0.00198492685945,-0.0257044444368,-0.241340872771,-0.970097894406
1574069824928368798,146,1574069824927977515,map,3.47226572037,-1.52985715866,1.60107052326,-0.00183926370393,-0.0377160203819,-0.241981154064,-0.969545893701
1574069825171649488,147,1574069825171535755,map,3.42885303497,-1.57568597794,1.57508230209,-0.00228231419907,-0.0403643872174,-0.246565958222,-0.968282363535
1574069825463864489,148,1574069825463481036,map,3.41776657104,-1.59029245377,1.54758882523,0.00225301508995,-0.0548283052723,-0.251902205926,-0.966195663162
1574069825711988767,149,1574069825711777548,map,3.45301008224,-1.58216905594,1.51152098179,0.00907687012489,-0.0561572610896,-0.248289533015,-0.967014105508
1574069825975982640,150,1574069825975693693,map,3.53064107895,-1.59370565414,1.46998035908,0.0161635225986,-0.0552478920184,-0.246554065979,-0.967417956994
1574069826232269900,151,1574069826232083937,map,3.59942293167,-1.58593130112,1.43598854542,0.0135245220902,-0.0611762831603,-0.247358608113,-0.966896203671
1574069826493508801,152,1574069826493148096,map,3.67790293694,-1.5747590065,1.40850758553,0.012765070105,-0.0642859779527,-0.240933031045,-0.968326205664
1574069826760895790,153,1574069826760723176,map,3.73559880257,-1.60399770737,1.36851167679,0.00204652706746,-0.0619732478116,-0.244398395664,-0.96769031848
1574069827037005244,154,1574069827036651709,map,3.79613447189,-1.63379526138,1.32879149914,-0.00306828854497,-0.0674235131107,-0.242257411776,-0.967861561343
1574069827339408519,155,1574069827339117193,map,3.92146039009,-1.62235212326,1.2789927721,-0.00592498604987,-0.0628466511456,-0.243916751212,-0.967739536992
1574069827564462993,156,1574069827564033583,map,3.98553347588,-1.62599802017,1.24754536152,0.00149356768204,-0.0530576544853,-0.246083229761,-0.967794243931
1574069827812157378,157,1574069827811905957,map,4.02767753601,-1.6633887291,1.21000361443,0.00764377183166,-0.0393094119124,-0.249440074055,-0.967561880369
1574069828077489297,158,1574069828077034059,map,4.07332706451,-1.70185422897,1.17103040218,0.00648706389096,-0.0334865890743,-0.259472297388,-0.965148016235
1574069828368794002,159,1574069828368538569,map,4.13351154327,-1.72311639786,1.11806893349,-0.000852952735893,-0.0228774076239,-0.272302021132,-0.961939450267
1574069828631309122,160,1574069828630902471,map,4.16374206543,-1.71425199509,1.08363771439,0.000224123302435,-0.00826383098825,-0.265513212906,-0.964071777742
1574069828871941915,161,1574069828871701761,map,4.18912315369,-1.74264192581,1.04172754288,0.00442697200517,-0.00784562705796,-0.252900309016,-0.967450402736
1574069829133014623,162,1574069829132671760,map,4.18665981293,-1.79116487503,0.996899604797,0.00476498534185,-0.00929618974635,-0.246263133128,-0.969146709757
1574069829394871784,163,1574069829394565903,map,4.22329330444,-1.77216005325,0.964377164841,0.0049127841106,-0.0141713683351,-0.25078404586,-0.967926856335
1574069829653474984,164,1574069829653081898,map,4.33801364899,-1.75404024124,0.94015455246,0.0056089237208,-0.023661838209,-0.250148029493,-0.967902175185
1574069829914596524,165,1574069829914314180,map,4.46460008621,-1.72905683517,0.911374807358,0.0031889444606,-0.0345099065949,-0.248779720506,-0.967939847121
1574069830202300046,166,1574069830202061692,map,4.57819366455,-1.69189882278,0.892757415771,0.00689470576126,-0.045993797549,-0.242951828449,-0.968922825963
1574069830470976063,167,1574069830470537908,map,4.63015127182,-1.63915109634,0.890376806259,0.0174951002606,-0.057171782566,-0.238670511216,-0.969258322544
1574069830733236255,168,1574069830733065920,map,4.64695358276,-1.56818246841,0.890017032623,0.0198530971627,-0.058502578049,-0.240223927398,-0.968749589729
1574069831001779533,169,1574069831001377305,map,4.62823295593,-1.50579881668,0.906528949738,0.0201309009717,-0.0627143962321,-0.236701009892,-0.969347349121
1574069831289141217,170,1574069831288825264,map,4.59391689301,-1.47820425034,0.922870397568,0.0159677535116,-0.0661131610558,-0.240344991338,-0.968301794856
1574069831535494662,171,1574069831535082135,map,4.56933498383,-1.4565615654,0.932193994522,0.0167438109003,-0.0750348069747,-0.239451667895,-0.96785965991
1574069831819760410,172,1574069831819557769,map,4.53387260437,-1.44471025467,0.946621179581,0.018698143889,-0.0834288459593,-0.237254650064,-0.967677755299
1574069832105104405,173,1574069832104670174,map,4.5286989212,-1.47882318497,0.954545974731,0.0212612334088,-0.0862932962164,-0.235054750622,-0.967910476848
1574069832374310947,174,1574069832374095998,map,4.53449344635,-1.53375673294,0.951204061508,0.0216052867341,-0.0846956121878,-0.232651306341,-0.968624403223
1574069832656343097,175,1574069832655969406,map,4.54046201706,-1.56679487228,0.96279335022,0.0197634567662,-0.083193453706,-0.229842330273,-0.969464160375
1574069832890042090,176,1574069832889735024,map,4.58108329773,-1.58986139297,0.967037916183,0.0208256947297,-0.08128820943,-0.227309007838,-0.970200562978
1574069833155315355,177,1574069833154857571,map,4.61137580872,-1.60899972916,0.96876001358,0.0248605096074,-0.0678862840385,-0.233483924613,-0.969669358312
1574069833421800062,178,1574069833421551368,map,4.60534858704,-1.60755681992,0.976382493973,0.0284142335452,-0.053648962112,-0.240258842508,-0.968808602766
1574069833701993217,179,1574069833701539171,map,4.58696746826,-1.56579351425,0.980110406876,0.0269057044215,-0.0463629730996,-0.23341088777,-0.970899539224
1574069833964667417,180,1574069833964424948,map,4.57788085938,-1.51718759537,0.974783420563,0.0205791927537,-0.0476433586735,-0.226356621656,-0.972660931174
1574069834260621520,181,1574069834260295561,map,4.57139778137,-1.47495126724,0.973821401596,0.0186114137179,-0.0464186559865,-0.22913937219,-0.972108055603
