%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1574069801832259250,62,1574069801831952131,base_link,0,1,40.3548285,-3.7441095,706.776571195,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069802133154908,63,1574069802132691955,base_link,0,1,40.3548283,-3.7441087,706.776570312,0.774399991608,0.0,0.0,0.0,0.774399991608,0.0,0.0,0.0,2.01639987812,1
1574069802411557760,64,1574069802411333107,base_link,0,1,40.3548283,-3.7441082,706.786569882,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069802687317398,65,1574069802686854050,base_link,0,1,40.3548285,-3.7441076,706.796569558,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069802971988751,66,1574069802971616155,base_link,0,1,40.3548287,-3.7441073,706.796569492,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069803227623435,67,1574069803227184983,base_link,0,1,40.354829,-3.7441072,706.786569696,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069803508946435,68,1574069803508512649,base_link,0,1,40.3548292,-3.7441073,706.786569975,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069803832203989,69,1574069803832006513,base_link,0,1,40.3548294,-3.7441071,706.776569996,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069804106927852,70,1574069804106531217,base_link,0,1,40.3548297,-3.7441063,706.756569596,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069804386181211,71,1574069804385873452,base_link,0,1,40.3548299,-3.744106,706.746569531,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069804648332141,72,1574069804647845629,base_link,0,1,40.3548299,-3.7441061,706.756569617,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069804932073448,73,1574069804931889273,base_link,0,1,40.3548298,-3.7441058,706.756569262,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069805190818628,74,1574069805190367542,base_link,0,1,40.3548299,-3.7441055,706.7565691,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069805481784316,75,1574069805481420959,base_link,0,1,40.3548301,-3.744105,706.756568862,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069805745761630,76,1574069805745529467,base_link,0,1,40.3548305,-3.7441041,706.736568473,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069806032441708,77,1574069806032039605,base_link,0,1,40.3548312,-3.7441031,706.746568287,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069806347442491,78,1574069806347252311,base_link,0,1,40.3548319,-3.7441018,706.766567843,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069806616256541,79,1574069806615868176,base_link,0,1,40.3548323,-3.7441008,706.816567368,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069806905101443,80,1574069806904942278,base_link,0,1,40.3548322,-3.7441005,706.876567013,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069807206514736,81,1574069807206177879,base_link,0,1,40.3548312,-3.7441014,706.926566823,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069807490213854,82,1574069807489975902,base_link,0,1,40.3548308,-3.744102,706.986566954,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069807745733555,83,1574069807745586196,base_link,0,1,40.3548306,-3.7441025,707.056567191,0.792099974537,0.0,0.0,0.0,0.792099974537,0.0,0.0,0.0,2.01639987812,1
1574069808026457810,84,1574069808026025009,base_link,0,1,40.3548305,-3.7441028,707.106567353,0.792099974537,0.0,0.0,0.0,0.792099974537,0.0,0.0,0.0,2.01639987812,1
1574069808312405496,85,1574069808312139810,base_link,0,1,40.3548306,-3.7441025,707.136567191,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069808632555873,86,1574069808632191494,base_link,0,1,40.3548308,-3.7441014,707.136566437,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069808872109980,87,1574069808871890324,base_link,0,1,40.354831,-3.7441005,707.136565855,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069809151387930,88,1574069809150923494,base_link,0,1,40.3548311,-3.7440994,707.146565004,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069809431720103,89,1574069809431444068,base_link,0,1,40.3548307,-3.7440983,707.16656367,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069809712141482,90,1574069809711718626,base_link,0,1,40.3548298,-3.7440982,707.186562715,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069809972083361,91,1574069809971806444,base_link,0,1,40.3548296,-3.7440981,707.196562436,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069810275460725,92,1574069810275014752,base_link,0,1,40.3548304,-3.744097,707.196562261,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069810585482001,93,1574069810584994757,base_link,0,1,40.3548309,-3.7440954,707.206561365,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069810844761632,94,1574069810844444559,base_link,0,1,40.3548311,-3.7440942,707.216560524,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069811159545256,95,1574069811159034458,base_link,0,1,40.3548314,-3.7440928,707.226559608,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069811432962594,96,1574069811432780007,base_link,0,1,40.3548318,-3.7440912,707.256558616,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069811670466730,97,1574069811670008001,base_link,0,1,40.354832,-3.7440902,707.296557948,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069811965667336,98,1574069811965365992,base_link,0,1,40.354833,-3.7440899,707.366558655,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069812246911550,99,1574069812246427316,base_link,0,1,40.3548339,-3.7440899,707.436559523,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069812535928620,100,1574069812535666572,base_link,0,1,40.3548345,-3.74409,707.516560189,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069812807950402,101,1574069812807612219,base_link,0,1,40.3548343,-3.7440906,707.606560512,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069813092101573,102,1574069813091715225,base_link,0,1,40.3548342,-3.7440909,707.696560674,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069813408295496,103,1574069813407950368,base_link,0,1,40.3548344,-3.7440909,707.796560867,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069813739410792,104,1574069813738986609,base_link,0,1,40.3548347,-3.7440895,707.886559951,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069813990419327,105,1574069813990233014,base_link,0,1,40.354835,-3.744088,707.936558948,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069814252715157,106,1574069814252295488,base_link,0,1,40.3548353,-3.7440865,707.986557946,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069814531427646,107,1574069814531168904,base_link,0,1,40.3548355,-3.7440853,708.056557105,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069814843927541,108,1574069814843627153,base_link,0,1,40.3548355,-3.7440851,708.116556933,0.792099974537,0.0,0.0,0.0,0.792099974537,0.0,0.0,0.0,2.49640013561,1
1574069815092707873,109,1574069815092423391,base_link,0,1,40.3548356,-3.744085,708.156556944,0.792099974537,0.0,0.0,0.0,0.792099974537,0.0,0.0,0.0,2.49640013561,1
1574069815353063403,110,1574069815352625274,base_link,0,1,40.3548356,-3.7440849,708.206556857,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069815609880322,111,1574069815609622104,base_link,0,1,40.3548356,-3.7440848,708.266556771,0.792099974537,0.0,0.0,0.0,0.792099974537,0.0,0.0,0.0,2.49640013561,1
1574069815871925925,112,1574069815871516259,base_link,0,1,40.3548359,-3.744085,708.306557233,0.792099974537,0.0,0.0,0.0,0.792099974537,0.0,0.0,0.0,2.49640013561,1
1574069816130289666,113,1574069816130096996,base_link,0,1,40.3548361,-3.744085,708.346557426,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069816388315545,114,1574069816387862041,base_link,0,1,40.3548359,-3.7440848,708.356557061,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069816684308539,115,1574069816684191081,base_link,0,1,40.3548357,-3.7440845,708.356556609,0.792099974537,0.0,0.0,0.0,0.792099974537,0.0,0.0,0.0,2.49640013561,1
1574069816933478196,116,1574069816933011259,base_link,0,1,40.3548355,-3.7440841,708.376556072,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069817192000061,117,1574069817191774262,base_link,0,1,40.3548353,-3.7440837,708.406555534,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069817475834156,118,1574069817475416664,base_link,0,1,40.3548351,-3.7440832,708.44655491,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069817732808365,119,1574069817732358050,base_link,0,1,40.3548347,-3.7440829,708.466554266,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069817985099875,120,1574069817984913956,base_link,0,1,40.3548339,-3.7440826,708.466553235,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069818255238088,121,1574069818254812238,base_link,0,1,40.3548331,-3.7440822,708.476552119,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069818530593091,122,1574069818530304703,base_link,0,1,40.3548326,-3.744082,708.476551464,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069818804374230,123,1574069818803922803,base_link,0,1,40.3548324,-3.744082,708.476551271,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069819047666589,124,1574069819047443220,base_link,0,1,40.3548323,-3.7440823,708.476551433,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069819312839205,125,1574069819312416602,base_link,0,1,40.3548321,-3.7440828,708.47655167,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069819605305830,126,1574069819605016689,base_link,0,1,40.3548319,-3.7440828,708.476551477,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069819900981074,127,1574069819900639109,base_link,0,1,40.3548314,-3.7440824,708.47655065,0.960400037384,0.0,0.0,0.0,0.960400037384,0.0,0.0,0.0,4.28489972363,1
1574069820152273053,128,1574069820151957702,base_link,0,1,40.354831,-3.7440822,708.476550092,0.960400037384,0.0,0.0,0.0,0.960400037384,0.0,0.0,0.0,4.28489972363,1
1574069820433656901,129,1574069820433215538,base_link,0,1,40.354831,-3.7440823,708.476550178,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069820685139406,130,1574069820684885009,base_link,0,1,40.354831,-3.7440825,708.48655035,0.722500040531,0.0,0.0,0.0,0.722500040531,0.0,0.0,0.0,2.01639987812,1
1574069820932531662,131,1574069820932123672,base_link,0,1,40.354831,-3.7440831,708.476550867,0.960400037384,0.0,0.0,0.0,0.960400037384,0.0,0.0,0.0,4.28489972363,1
1574069821197241050,132,1574069821196965850,base_link,0,1,40.3548305,-3.7440831,708.456550384,0.960400037384,0.0,0.0,0.0,0.960400037384,0.0,0.0,0.0,4.28489972363,1
1574069821460300204,133,1574069821459877801,base_link,0,1,40.3548295,-3.7440831,708.446549419,0.960400037384,0.0,0.0,0.0,0.960400037384,0.0,0.0,0.0,4.28489972363,1
1574069821712672916,134,1574069821712498939,base_link,0,1,40.3548285,-3.7440832,708.42654854,0.960400037384,0.0,0.0,0.0,0.960400037384,0.0,0.0,0.0,4.28489972363,1
1574069821976742725,135,1574069821976222570,base_link,0,1,40.3548278,-3.7440832,708.406547864,0.960400037384,0.0,0.0,0.0,0.960400037384,0.0,0.0,0.0,4.28489972363,1
1574069822284700626,136,1574069822284426316,base_link,0,1,40.3548275,-3.7440833,708.396547661,0.960400037384,0.0,0.0,0.0,0.960400037384,0.0,0.0,0.0,4.28489972363,1
1574069822560032023,137,1574069822559772692,base_link,0,1,40.354827,-3.7440832,708.376547092,0.960400037384,0.0,0.0,0.0,0.960400037384,0.0,0.0,0.0,4.28489972363,1
1574069822791850121,138,1574069822791679948,base_link,0,1,40.3548267,-3.7440834,708.366546975,0.960400037384,0.0,0.0,0.0,0.960400037384,0.0,0.0,0.0,4.28489972363,1
1574069823048067736,139,1574069823047652493,base_link,0,1,40.3548267,-3.7440841,708.346547578,0.960400037384,0.0,0.0,0.0,0.960400037384,0.0,0.0,0.0,4.28489972363,1
1574069823319959627,140,1574069823319752573,base_link,0,1,40.3548274,-3.7440848,708.316548856,0.960400037384,0.0,0.0,0.0,0.960400037384,0.0,0.0,0.0,4.28489972363,1
1574069823596996568,141,1574069823596772972,base_link,0,1,40.3548281,-3.7440852,708.306549877,0.960400037384,0.0,0.0,0.0,0.960400037384,0.0,0.0,0.0,4.28489972363,1
1574069823849212142,142,1574069823848935568,base_link,0,1,40.3548286,-3.7440854,708.276550531,0.960400037384,0.0,0.0,0.0,0.960400037384,0.0,0.0,0.0,4.28489972363,1
1574069824121640826,143,1574069824120822725,base_link,0,1,40.3548291,-3.7440858,708.256551359,0.960400037384,0.0,0.0,0.0,0.960400037384,0.0,0.0,0.0,4.28489972363,1
1574069824374095655,144,1574069824373808854,base_link,0,1,40.3548297,-3.7440866,708.236552627,0.960400037384,0.0,0.0,0.0,0.960400037384,0.0,0.0,0.0,4.28489972363,1
1574069824633029234,145,1574069824632698350,base_link,0,1,40.3548302,-3.7440868,708.216553282,0.960400037384,0.0,0.0,0.0,0.960400037384,0.0,0.0,0.0,4.28489972363,1
1574069824927607178,146,1574069824927092075,base_link,0,1,40.3548301,-3.744087,708.206553357,0.960400037384,0.0,0.0,0.0,0.960400037384,0.0,0.0,0.0,4.28489972363,1
1574069825171499035,147,1574069825171310646,base_link,0,1,40.3548297,-3.7440875,708.176553402,0.960400037384,0.0,0.0,0.0,0.960400037384,0.0,0.0,0.0,4.28489972363,1
1574069825463209302,148,1574069825462783272,base_link,0,1,40.3548296,-3.7440877,708.146553478,0.960400037384,0.0,0.0,0.0,0.960400037384,0.0,0.0,0.0,4.28489972363,1
