%time,field.header.seq,field.header.stamp,field.header.frame_id,field.fluid_pressure,field.variance
1574069828506654600,231,1574069828506232002,base_link,0.0,0.0
1574069828754392716,232,1574069828754116662,base_link,0.0,0.0
1574069828992107916,233,1574069828991580495,base_link,0.0,0.0
1574069829227154712,234,1574069829226807310,base_link,0.0,0.0
1574069829465122038,235,1574069829464692300,base_link,0.0,0.0
1574069829706353766,236,1574069829706085673,base_link,0.0,0.0
1574069829945456944,237,1574069829945243184,base_link,0.0,0.0
1574069830195738260,238,1574069830195429195,base_link,0.0,0.0
1574069830451194063,239,1574069830450973080,base_link,0.0,0.0
1574069830700044862,240,1574069830699728019,base_link,0.0,0.0
1574069830914874963,241,1574069830914619656,base_link,0.0,0.0
1574069831148076798,242,1574069831147723849,base_link,0.0,0.0
1574069831386381603,243,1574069831386135853,base_link,0.0,0.0
1574069831633886818,244,1574069831633468826,base_link,0.0,0.0
1574069831872146861,245,1574069831871918375,base_link,0.0,0.0
1574069832118847835,246,1574069832118377143,base_link,0.0,0.0
1574069832359770299,247,1574069832359511913,base_link,0.0,0.0
1574069832622179494,248,1574069832621731281,base_link,0.0,0.0
1574069832879652953,249,1574069832879422383,base_link,0.0,0.0
1574069833075688169,250,1574069833075218398,base_link,0.0,0.0
1574069833312406959,251,1574069833312197147,base_link,0.0,0.0
1574069833547490798,252,1574069833547064575,base_link,0.0,0.0
1574069833787192301,253,1574069833787020542,base_link,0.0,0.0
1574069834028685059,254,1574069834028352577,base_link,0.0,0.0
1574069834276289847,255,1574069834276060025,base_link,0.0,0.0
1574069834551350548,256,1574069834550905392,base_link,0.0,0.0
1574069834790278418,257,1574069834790123045,base_link,0.0,0.0
1574069834991945316,258,1574069834991726953,base_link,0.0,0.0
1574069835230672031,259,1574069835230257780,base_link,0.0,0.0
1574069835483069784,260,1574069835482823937,base_link,0.0,0.0
1574069835709885796,261,1574069835709449885,base_link,0.0,0.0
1574069835951635115,262,1574069835951312100,base_link,0.0,0.0
1574069836185976381,263,1574069836185450964,base_link,0.0,0.0
1574069836427167525,264,1574069836426929710,base_link,0.0,0.0
1574069836685200961,265,1574069836684764695,base_link,0.0,0.0
1574069836911132733,266,1574069836910896411,base_link,0.0,0.0
1574069837152264608,267,1574069837151858149,base_link,0.0,0.0
1574069837399651688,268,1574069837399404742,base_link,0.0,0.0
1574069837630043376,269,1574069837629555850,base_link,0.0,0.0
1574069837865147780,270,1574069837864981836,base_link,0.0,0.0
1574069838125483132,271,1574069838125004027,base_link,0.0,0.0
1574069838354348463,272,1574069838353815726,base_link,0.0,0.0
1574069838623512859,273,1574069838622949008,base_link,0.0,0.0
1574069838834137558,274,1574069838833879271,base_link,0.0,0.0
1574069839069444315,275,1574069839069229525,base_link,0.0,0.0
1574069839306704264,276,1574069839306300258,base_link,0.0,0.0
1574069839546421765,277,1574069839546184881,base_link,0.0,0.0
1574069839801325795,278,1574069839800854902,base_link,0.0,0.0
1574069840058544032,279,1574069840058323034,base_link,0.0,0.0
1574069840266392292,280,1574069840265877374,base_link,0.0,0.0
1574069840509302127,281,1574069840509070442,base_link,0.0,0.0
1574069840780405110,282,1574069840779978335,base_link,0.0,0.0
1574069840994743743,283,1574069840994541139,base_link,0.0,0.0
1574069841240835924,284,1574069841240371681,base_link,0.0,0.0
1574069841462271555,285,1574069841462043221,base_link,0.0,0.0
1574069841706342133,286,1574069841705889074,base_link,0.0,0.0
1574069841998972294,287,1574069841998714226,base_link,0.0,0.0
1574069842215599156,288,1574069842215167713,base_link,0.0,0.0
1574069842444456765,289,1574069842444213430,base_link,0.0,0.0
1574069842663001731,290,1574069842662577285,base_link,0.0,0.0
1574069842906979603,291,1574069842906515849,base_link,0.0,0.0
1574069843142910563,292,1574069843142664291,base_link,0.0,0.0
1574069843419266648,293,1574069843418821889,base_link,0.0,0.0
1574069843632689245,294,1574069843632381049,base_link,0.0,0.0
1574069843866635325,295,1574069843866220847,base_link,0.0,0.0
1574069844117997947,296,1574069844117745169,base_link,0.0,0.0
1574069844353111682,297,1574069844352690317,base_link,0.0,0.0
1574069844616129730,298,1574069844615922995,base_link,0.0,0.0
1574069844837472658,299,1574069844837080990,base_link,0.0,0.0
1574069845069439758,300,1574069845069242432,base_link,0.0,0.0
1574069845314357644,301,1574069845313965137,base_link,0.0,0.0
1574069845541635373,302,1574069845541433552,base_link,0.0,0.0
1574069845792065649,303,1574069845791856616,base_link,0.0,0.0
1574069846033240038,304,1574069846032925954,base_link,0.0,0.0
1574069846270851540,305,1574069846270585796,base_link,0.0,0.0
1574069846538649039,306,1574069846538352337,base_link,0.0,0.0
1574069846776743721,307,1574069846776537478,base_link,0.0,0.0
1574069847016183231,308,1574069847015775902,base_link,0.0,0.0
1574069847255861433,309,1574069847255623966,base_link,0.0,0.0
1574069847491479479,310,1574069847491077400,base_link,0.0,0.0
1574069847737589470,311,1574069847737421813,base_link,0.0,0.0
1574069847970062261,312,1574069847969678325,base_link,0.0,0.0
1574069848214079079,313,1574069848213896726,base_link,0.0,0.0
1574069848451951755,314,1574069848451529110,base_link,0.0,0.0
1574069848689878046,315,1574069848689610248,base_link,0.0,0.0
1574069848931462931,316,1574069848930976594,base_link,0.0,0.0
1574069849170180242,317,1574069849169951739,base_link,0.0,0.0
1574069849416548393,318,1574069849416171314,base_link,0.0,0.0
1574069849656956655,319,1574069849656748938,base_link,0.0,0.0
1574069849896620239,320,1574069849896182334,base_link,0.0,0.0
1574069850130074102,321,1574069850129780124,base_link,0.0,0.0
1574069850373076146,322,1574069850372675882,base_link,0.0,0.0
1574069850610576066,323,1574069850610328745,base_link,0.0,0.0
1574069850852719102,324,1574069850852303735,base_link,0.0,0.0
1574069851107189486,325,1574069851106980290,base_link,0.0,0.0
1574069851331427347,326,1574069851331055107,base_link,0.0,0.0
1574069851575198850,327,1574069851574950685,base_link,0.0,0.0
1574069851819084796,328,1574069851818632554,base_link,0.0,0.0
1574069852050476361,329,1574069852050221055,base_link,0.0,0.0
1574069852293040843,330,1574069852292564250,base_link,0.0,0.0
1574069852532225329,331,1574069852531857830,base_link,0.0,0.0
1574069852776626369,332,1574069852776241563,base_link,0.0,0.0
1574069853022072354,333,1574069853021819182,base_link,0.0,0.0
1574069853253764649,334,1574069853253326413,base_link,0.0,0.0
1574069853495229039,335,1574069853495009763,base_link,0.0,0.0
1574069853735078248,336,1574069853734692680,base_link,0.0,0.0
1574069853973004815,337,1574069853972810717,base_link,0.0,0.0
1574069854223814816,338,1574069854223662691,base_link,0.0,0.0
1574069854456308924,339,1574069854456038771,base_link,0.0,0.0
1574069854698516096,340,1574069854698155033,base_link,0.0,0.0
1574069854930049644,341,1574069854929820582,base_link,0.0,0.0
1574069855170835517,342,1574069855170438101,base_link,0.0,0.0
1574069855423519830,343,1574069855423276887,base_link,0.0,0.0
1574069855656116113,344,1574069855655694816,base_link,0.0,0.0
1574069855890169793,345,1574069855889996506,base_link,0.0,0.0
1574069856137994697,346,1574069856137586010,base_link,0.0,0.0
1574069856372622416,347,1574069856372461635,base_link,0.0,0.0
1574069856614509680,348,1574069856614217843,base_link,0.0,0.0
1574069856852700235,349,1574069856852506505,base_link,0.0,0.0
1574069857092918213,350,1574069857092523726,base_link,0.0,0.0
1574069857328566739,351,1574069857328319452,base_link,0.0,0.0
1574069857577239177,352,1574069857576805994,base_link,0.0,0.0
1574069857812702529,353,1574069857812456018,base_link,0.0,0.0
1574069858053762078,354,1574069858053331448,base_link,0.0,0.0
1574069858292910149,355,1574069858292709188,base_link,0.0,0.0
1574069858532710827,356,1574069858532280667,base_link,0.0,0.0
1574069858784446282,357,1574069858784241356,base_link,0.0,0.0
1574069859013006837,358,1574069859012604129,base_link,0.0,0.0
1574069859252792916,359,1574069859252505231,base_link,0.0,0.0
1574069859490270935,360,1574069859489863985,base_link,0.0,0.0
1574069859728511115,361,1574069859727542496,base_link,0.0,0.0
1574069859969613205,362,1574069859969141196,base_link,0.0,0.0
1574069860217279349,363,1574069860215343755,base_link,0.0,0.0
1574069860463896056,364,1574069860463461037,base_link,0.0,0.0
1574069860692421267,365,1574069860692157269,base_link,0.0,0.0
1574069860929707947,366,1574069860929559084,base_link,0.0,0.0
1574069861171936188,367,1574069861171613800,base_link,0.0,0.0
1574069861414845528,368,1574069861414629756,base_link,0.0,0.0
1574069861651563324,369,1574069861651130653,base_link,0.0,0.0
1574069861897017187,370,1574069861896783666,base_link,0.0,0.0
1574069862132529522,371,1574069862132115666,base_link,0.0,0.0
1574069862375267094,372,1574069862375056750,base_link,0.0,0.0
1574069862614669868,373,1574069862614238758,base_link,0.0,0.0
1574069862855448352,374,1574069862855181892,base_link,0.0,0.0
1574069863103666558,375,1574069863103258780,base_link,0.0,0.0
1574069863332329398,376,1574069863332128038,base_link,0.0,0.0
1574069863570433798,377,1574069863570255023,base_link,0.0,0.0
1574069863821250093,378,1574069863821057426,base_link,0.0,0.0
1574069864056746298,379,1574069864056319297,base_link,0.0,0.0
1574069864294904052,380,1574069864294701666,base_link,0.0,0.0
1574069864533046549,381,1574069864532540405,base_link,0.0,0.0
1574069864772725736,382,1574069864772459247,base_link,0.0,0.0
1574069865015477662,383,1574069865015019768,base_link,0.0,0.0
